,supply,demand
2014-09-03,272.37493513549646,349.605082352751
2014-09-04,292.86645055269156,331.28694832772914
2014-09-05,269.00796572452487,359.0078074662036
2014-09-06,291.3014183444779,333.4021908589434
2014-09-07,293.0934777852458,335.02003320932096
2014-09-08,276.8225007917726,347.3048700266059
2014-09-09,296.1578102232586,324.55677892972926
2014-09-10,302.262257203332,325.946852916673
2014-09-11,321.0543723006235,331.4167140397432
2014-09-12,303.26699259365375,344.8593729251854
2014-09-13,300.88041958529504,323.0654681572461
2014-09-14,333.54465844171796,317.06587446141526
2014-09-15,323.1265242169297,322.6283627420818
2014-09-16,319.02773801341215,325.95792912318274
2014-09-17,331.1585673973035,328.71539332859675
2014-09-18,345.2338282646589,313.34722944336363
2014-09-19,349.7330744520743,321.8960563605463
2014-09-20,337.9788063989238,318.0009368064332
2014-09-21,369.2422212059245,315.62392388362645
2014-09-22,387.87627047468703,311.23223246024105
2014-09-23,376.84437340754835,305.237577100783
2014-09-24,372.64170197342094,303.3653352717702
2014-09-25,382.10896824923157,315.18129053035153
2014-09-26,392.7474652503364,299.1703688611056
2014-09-27,395.5927832389695,310.83137492296936
2014-09-28,384.7727821970673,284.11931481036567
2014-09-29,394.91263619315663,311.05360367951874
2014-09-30,400.77452613641503,298.4536197236442
2014-10-01,389.76333718924,299.60523919496677
2014-10-02,385.61630650670554,300.27490450160417
2014-10-03,393.58660935237236,298.57536746026796
2014-10-04,379.5355781120047,315.8004225257737
2014-10-05,377.2269465831964,307.5096651886799
2014-10-06,380.2680334045759,294.6178049039687
2014-10-07,394.6524162962493,310.83737299187135
2014-10-08,414.11932777840246,294.6469721544247
2014-10-09,397.4061434207174,303.1122521682609
2014-10-10,393.2172709976533,266.91721886583895
2014-10-11,374.67911530841116,277.45944372659267
2014-10-12,359.19691127375745,286.8338015010514
2014-10-13,370.49501401014743,283.6516011900999
2014-10-14,376.3394511488159,299.49360571354373
2014-10-15,364.9349938424007,276.4839700288792
2014-10-16,341.36657169247263,276.92604286784825
2014-10-17,353.4889708945871,271.8000241019905
2014-10-18,351.1588584566114,271.1096992587381
2014-10-19,356.0649216990528,275.3661468254224
2014-10-20,335.8747622097075,266.0863507855651
2014-10-21,325.95709034134086,278.6185884599081
2014-10-22,321.5739446602267,235.27805391359382
2014-10-23,316.5531098577872,270.85123100431827
2014-10-24,308.7168391208486,262.64869839989296
2014-10-25,306.2568458858507,257.8905619390308
2014-10-26,292.1848677978664,256.2746861626503
2014-10-27,289.13877047608753,251.12350262738667
2014-10-28,311.3760307232784,244.26032047348855
2014-10-29,311.22211703873546,241.33352792615986
2014-10-30,295.067906291094,262.7626534112803
2014-10-31,278.30040150535984,267.5253170339339
2014-11-01,274.6527383520495,270.82124387493855
2014-11-02,264.59027406818524,245.9169228372376
2014-11-03,268.1478027129705,253.40784946595468
2014-11-04,256.7727592310799,232.9843180409655
2014-11-05,239.87641643570547,220.63398991585294
2014-11-06,254.48942371982793,229.8954899366092
2014-11-07,251.8480000144748,230.87915080601826
2014-11-08,265.43936556532356,231.545599671996
2014-11-09,239.29342886932236,226.3451404550087
2014-11-10,214.9724576872086,235.55142991106217
2014-11-11,224.80882145476477,216.62800262358982
2014-11-12,234.24935086585367,232.90741773791345
2014-11-13,218.1823882241911,232.45968383327653
2014-11-14,203.47499290578398,215.2757096491486
2014-11-15,217.31179549212237,208.27805997154425
2014-11-16,225.5260794645495,185.32071687567336
2014-11-17,224.50563748657976,188.77641653815638
2014-11-18,209.5809185190232,208.23257778818424
2014-11-19,214.92007858461994,210.52038643028206
2014-11-20,206.8515371094402,187.6095691782911
2014-11-21,197.97232569503754,204.18410407853614
2014-11-22,197.4310997317964,196.5054798274709
2014-11-23,206.19945397680243,185.662808976479
2014-11-24,183.45754383644194,168.12901434516226
2014-11-25,222.35039283952722,196.62528706467543
2014-11-26,217.42790863180846,202.4528390650151
2014-11-27,214.1452455862242,202.4652862759396
2014-11-28,217.28117164787662,190.42527943412767
2014-11-29,228.38973441873273,177.910371803237
2014-11-30,219.63055647094836,197.6455814812101
2014-12-01,209.97534887217185,169.8109407160432
2014-12-02,238.98854135582522,191.19464704203259
2014-12-03,237.45807942052156,174.83725055376303
2014-12-04,233.2762865916287,176.00829633806373
2014-12-05,240.0256296016989,186.91811819035505
2014-12-06,247.24373871923007,166.74866647344237
2014-12-07,252.0555021143302,167.1922585890289
2014-12-08,267.23404532603854,177.63145574748845
2014-12-09,244.37772058769008,157.6116349328383
2014-12-10,275.70112342297574,173.20652120296265
2014-12-11,274.80250257510687,192.02758230246732
2014-12-12,274.3495022002737,160.9977079837755
2014-12-13,293.63063900383014,145.57317766308606
2014-12-14,289.45705388839576,181.75227303777763
2014-12-15,299.7739829084677,173.9301603256835
2014-12-16,306.1069247084393,163.46874128598884
2014-12-17,314.44438729588666,167.5935547557289
2014-12-18,325.4550695508883,142.89801545994024
2014-12-19,337.60429457061247,181.09312547567185
2014-12-20,337.03667468252604,172.25674996286753
2014-12-21,336.23458179368595,160.23122081554396
2014-12-22,331.00634952037433,158.4692088550954
2014-12-23,367.0092570694074,162.98118630154502
2014-12-24,357.53395401885524,191.25975601905583
2014-12-25,366.28387386523497,149.85183469968516
2014-12-26,377.0479272653742,150.27762963295953
2014-12-27,398.63875261981707,185.5322683564232
2014-12-28,367.8841238824498,157.27009786797498
2014-12-29,377.7181271854616,172.92383112685937
2014-12-30,390.69464879840615,174.6966778353768
2014-12-31,391.8246743207778,162.23161450396458
2015-01-01,399.26438829530593,200.8480108510255
2015-01-02,399.8839527315132,175.0865080768288
2015-01-03,396.44648495693224,196.6077689264735
2015-01-04,396.95296321783303,194.0958998395552
2015-01-05,384.94260891061225,189.32768070382303
2015-01-06,396.85036482688975,189.63963360860274
2015-01-07,386.6274257818919,195.9475433326488
2015-01-08,399.7927074851255,209.8002154089719
2015-01-09,410.0170503777551,216.12157605562265
2015-01-10,389.7775363679017,215.6842128822861
2015-01-11,379.3690888817234,232.1993876468054
2015-01-12,396.86131644548516,197.9353010002169
2015-01-13,369.7822827178864,242.51222699133055
2015-01-14,396.7578850122865,216.1555703573831
2015-01-15,378.734563436096,239.18941189612104
2015-01-16,383.1961013796135,238.89729593200653
2015-01-17,370.06978418803317,251.10493824158934
2015-01-18,379.0454987009202,246.99585160101208
2015-01-19,368.9451735979979,241.6892521673119
2015-01-20,370.8969555627658,254.5980082879661
2015-01-21,370.17796473383504,280.0356472946063
2015-01-22,383.6700039926732,268.09945551164844
2015-01-23,369.3070097463931,288.94013398320817
2015-01-24,351.6100036558542,267.30268835532365
2015-01-25,366.5526802984977,294.5632583790715
2015-01-26,363.1778303020857,285.4783438199917
2015-01-27,368.58334320675937,290.38475862854244
2015-01-28,352.0874483282836,293.6135728316924
2015-01-29,353.0846009934297,292.6169489411946
2015-01-30,349.07375717384105,318.02041623977044
2015-01-31,365.0689838061849,303.4496556437709
2015-02-01,365.8353846445555,308.3621625772765
2015-02-02,361.30232574051223,311.8584383134795
2015-02-03,359.83311285912856,307.51194368961063
2015-02-04,359.81768877368336,312.50128529369255
2015-02-05,374.0156759830603,312.94482933048903
2015-02-06,370.9047902082201,327.81046908233054
2015-02-07,370.459322808732,324.76412421596484
2015-02-08,361.8430928102356,328.8454696868132
2015-02-09,368.9692077859289,318.0686168044441
2015-02-10,382.4668546657929,329.8911826325965
2015-02-11,389.08082125451887,315.7558458646673
2015-02-12,368.45501915605587,321.7959013601282
2015-02-13,388.4253335600615,324.3367599566616
2015-02-14,410.89018485829473,314.3609396069984
2015-02-15,409.4095428367927,308.7304482161435
2015-02-16,408.3528627080269,320.6189610945148
2015-02-17,398.84603308214776,301.99310374374784
2015-02-18,412.24612896065537,331.65219218865883
2015-02-19,413.0532479555865,322.2333987881817
2015-02-20,425.5971953327188,323.41430017746194
2015-02-21,407.2866002479993,304.5336343770447
2015-02-22,440.6197648972409,309.8397316654605
2015-02-23,440.4324632951027,317.80347729939126
2015-02-24,451.4994926634953,296.5055609376598
2015-02-25,449.1682903107329,317.1322192673447
2015-02-26,454.20729001171196,311.3580507317456
2015-02-27,468.35234989466335,328.5284080580903
2015-02-28,466.5006717128512,313.1074910645108
2015-03-01,464.8338755719889,308.82759674796733
2015-03-02,456.20297792596773,308.32921930345253
2015-03-03,450.56803956519605,307.8598916149245
2015-03-04,469.189465641848,309.3811538431293
2015-03-05,461.2639721853802,314.45352208457376
2015-03-06,488.1811341829843,308.3669187281815
2015-03-07,482.4025265026416,314.1955316178247
2015-03-08,479.8035835669935,304.7269900728802
2015-03-09,469.10566584440744,316.40705903478755
2015-03-10,473.2133815343422,297.13607453892575
2015-03-11,493.921038229066,317.0241157112255
2015-03-12,469.70816534002654,308.4406666324129
2015-03-13,482.792521373458,291.6777297304184
2015-03-14,473.96787696906955,305.93885337604394
2015-03-15,485.76587793181466,305.57911730020413
2015-03-16,474.55398031724883,283.02840715113814
2015-03-17,466.6036039650261,307.17787385018755
2015-03-18,478.4760771807833,300.57421932686117
2015-03-19,468.1782829096577,301.09434142110337
2015-03-20,466.2443135092043,300.25337067700855
2015-03-21,462.81375320958483,314.6614019180721
2015-03-22,483.9139552884685,312.64812136819955
2015-03-23,468.7149906545041,300.03146407295066
2015-03-24,491.6785575908039,295.147981194972
2015-03-25,476.8906263295891,297.14932543441597
2015-03-26,484.1838690411111,297.5235962042631
2015-03-27,478.77104447933857,316.8863362473784
2015-03-28,469.39289839513515,314.3280634628126
2015-03-29,484.9541566260411,330.31830829604417
2015-03-30,487.66526233799766,321.9576863529877
2015-03-31,479.66923288039084,304.625555404936
2015-04-01,488.03971448384675,315.5742621384853
2015-04-02,480.22702100313535,314.1500613668673
2015-04-03,482.6664502677976,326.01160066300685
2015-04-04,468.7967775087173,325.0112926449999
2015-04-05,475.66717775601285,324.83692877925677
2015-04-06,484.11153537858405,339.6649102619645
2015-04-07,496.31157279502077,339.299977818577
2015-04-08,505.25662571475266,353.8716243671647
2015-04-09,510.42413740793097,325.32683136581636
2015-04-10,507.8881512313495,325.45891110888346
2015-04-11,500.58817182298174,307.3683751199017
2015-04-12,509.348780444326,322.32750464688667
2015-04-13,513.0423257643629,340.45972223780643
2015-04-14,518.5619036802256,320.6591937814332
2015-04-15,503.41567494053265,356.7150866959833
2015-04-16,520.9977964656155,342.5289171227939
2015-04-17,498.619890033889,337.0609166280313
2015-04-18,525.4367529807561,321.44819143448547
2015-04-19,511.52288086209296,341.25255319378465
2015-04-20,525.5497808041785,341.48869384314986
2015-04-21,518.9472492228596,350.75060951190363
2015-04-22,526.0238465281402,339.0703215812975
2015-04-23,508.47579269354446,317.9875859178415
2015-04-24,524.9037028768751,331.56442376622186
2015-04-25,515.9469836542639,348.0600128609558
2015-04-26,512.6309465997197,345.2154528088491
2015-04-27,517.7061789829557,329.17225279382995
2015-04-28,523.6980557379261,339.7849795104665
2015-04-29,509.51976393955437,335.8557643313623
2015-04-30,528.7137989908518,335.5502782387444
2015-05-01,499.67434794293194,347.6935815528847
2015-05-02,518.0059079226713,351.5429849413609
2015-05-03,495.46206480703466,353.33890227369534
2015-05-04,488.3642442993456,349.30999572725176
2015-05-05,490.69320313672165,344.9956280055741
2015-05-06,503.51854324310074,342.70586389548316
2015-05-07,474.6704752542446,358.9821820914096
2015-05-08,480.9358571091125,335.212660779571
2015-05-09,460.41271025573593,366.90115076878703
2015-05-10,457.81570679332094,345.97778156685723
2015-05-11,444.84106654326257,327.80564385545813
2015-05-12,444.9293725704378,349.6892910706281
2015-05-13,437.566607877155,335.20968974179215
2015-05-14,432.74296489165033,354.6789011961173
2015-05-15,423.3843060405143,356.8680472534255
2015-05-16,402.23265800953436,360.39936423677676
2015-05-17,402.1305812151681,355.5173564778957
2015-05-18,368.0612956553799,352.889320023818
2015-05-19,382.75047098550175,365.6337234944259
2015-05-20,375.9423783511459,362.29434490269216
2015-05-21,358.2516603041615,358.83253988024734
2015-05-22,354.5196701720455,364.94080200591003
2015-05-23,347.08085640872406,366.63956926851074
2015-05-24,340.4732719564043,347.6764229827005
2015-05-25,337.22572965134265,351.35143106837864
2015-05-26,330.02084225908743,342.76184169479114
2015-05-27,345.5187166076282,363.2871666559252
2015-05-28,318.2117263989136,345.7025345239207
2015-05-29,331.30327795112777,367.42152773209244
2015-05-30,304.1349639258066,338.24642406504967
2015-05-31,316.0733044616405,346.4006606321138
2015-06-01,314.02310227127623,371.1302110642414
2015-06-02,312.0505784927575,338.83004179363974
2015-06-03,304.0712207667313,353.3242107991917
2015-06-04,325.6009334864905,348.11564088727005
2015-06-05,312.4588725340214,357.91431839234326
2015-06-06,320.12103402205713,351.9539874890963
2015-06-07,327.4902780810184,367.32029239966414
2015-06-08,324.0703941972273,344.47105889019184
2015-06-09,305.95326292001045,362.6201766722281
2015-06-10,337.88212430533855,341.85238661810394
2015-06-11,322.63996442770684,360.08461213890064
2015-06-12,346.6727472963471,344.22766091289674
2015-06-13,343.4569602271551,344.21587358283614
2015-06-14,332.5665784017549,348.40967230087944
2015-06-15,336.5306673545438,362.31403518753257
2015-06-16,379.6077542478389,338.27574698740244
2015-06-17,372.3217962519439,324.63249915965673
2015-06-18,389.7409964423956,354.37375074463637
2015-06-19,385.0028722793888,335.8214989571974
2015-06-20,384.7476606671658,325.5118779192848
2015-06-21,394.2089357957221,317.131369760376
2015-06-22,383.8585708429957,324.2790050590307
2015-06-23,398.6837451914345,302.59213458804885
2015-06-24,384.43732089685204,344.7343239077157
2015-06-25,416.33442484831176,315.4888763571438
2015-06-26,419.99134342253956,316.55076161685537
2015-06-27,401.8092329107755,316.56251171974384
2015-06-28,397.8652822646328,312.62710987320213
2015-06-29,412.6925194527119,310.5007816521663
2015-06-30,442.03279633331886,318.45353270660274
2015-07-01,407.67542264664405,324.60165301276623
2015-07-02,408.36616128155146,299.722058350891
2015-07-03,423.3813823376162,320.13146653977475
2015-07-04,418.8195334385433,313.3450309405652
2015-07-05,431.43966039726905,286.31174249540834
2015-07-06,436.05810677496066,293.7007564566271
2015-07-07,435.2483785112194,266.98668258676776
2015-07-08,425.57134357428777,284.58693400772586
2015-07-09,420.18735944554885,280.1420009420536
2015-07-10,426.16084603443,267.5739584827945
2015-07-11,413.616833652481,272.42725246456877
2015-07-12,415.07847857739233,282.07137976312913
2015-07-13,412.1845432113014,288.36034889038615
2015-07-14,428.97905170660397,259.1268806534941
2015-07-15,393.5327691683484,255.96122472679698
2015-07-16,411.16413516338434,256.909555072456
2015-07-17,397.6447806146537,257.6994110823302
2015-07-18,391.32732618916833,267.38822603056605
2015-07-19,404.0196738204702,275.3463868807269
2015-07-20,396.27861164433523,263.62666650653625
2015-07-21,389.79289212797164,265.2952986649221
2015-07-22,392.44421005044524,260.56599662830956
2015-07-23,391.78282556056325,263.6568167783008
2015-07-24,379.5312021619897,246.20570942837853
2015-07-25,382.1534922533115,260.0845711450808
2015-07-26,381.3720746742247,260.0267790460667
2015-07-27,374.2919121491971,253.65374435300197
2015-07-28,381.2097451578051,263.43414298066546
2015-07-29,384.6757057650858,241.23368583236206
2015-07-30,387.31004021465884,229.43352146881338
2015-07-31,375.38452308544487,251.1846649672695
2015-08-01,369.97004376706695,246.16723392710435
2015-08-02,363.6317489375043,242.71332341043035
2015-08-03,361.4934684296976,249.11799737459717
2015-08-04,381.34137599289903,262.4379334172067
2015-08-05,363.9228236743878,267.7100754611202
2015-08-06,366.6008442465626,247.1625824763701
2015-08-07,369.2780519634294,269.18819044700507
2015-08-08,390.330108235381,283.5628556475036
2015-08-09,353.4992949385606,281.2407691351803
2015-08-10,365.9571373422597,279.9010796346042
2015-08-11,384.8986073539719,275.1253888467849
2015-08-12,380.46233513106847,280.26362508392657
2015-08-13,395.182719355451,290.08153036882965
2015-08-14,376.9271033643839,293.894195369546
2015-08-15,386.2745333257852,319.69504751476535
2015-08-16,403.61087829167604,287.8527452454292
2015-08-17,397.75467370626757,291.5565746295597
2015-08-18,385.30418725955985,285.8387440872065
2015-08-19,403.22849944870524,332.63984496775146
2015-08-20,414.65569568273105,307.07519779775737
2015-08-21,408.6943829645778,314.4587414572868
2015-08-22,417.1322831150468,309.67209924051116
2015-08-23,422.03065111817466,319.31077814814773
2015-08-24,421.5600042125957,335.06583031743423
2015-08-25,439.4495424221942,317.6267031447617
2015-08-26,408.11096678903556,345.9315098787806
2015-08-27,429.83530168765344,356.8799231342483
2015-08-28,440.44291226458205,343.76606882687304
2015-08-29,446.0117458269424,347.35148521676723
2015-08-30,462.41907618358243,347.8455438550864
2015-08-31,444.3250046108674,339.3847299814872
2015-09-01,451.9999833636915,339.34192212622713
2015-09-02,439.52771458439577,338.0135439853213
2015-09-03,460.1862604925303,339.0632913914569
2015-09-04,478.6124447089098,347.28803427629236
2015-09-05,490.34753910583026,380.9708098031268
2015-09-06,471.40863485688976,374.2382302727481
2015-09-07,477.9131722476364,353.9692929552381
2015-09-08,482.87007439364766,350.9924267351924
2015-09-09,485.54440643346385,349.64133350890296
2015-09-10,474.50249323259106,343.87697756988786
2015-09-11,494.5775312345454,354.1560279000376
2015-09-12,492.5001111331476,348.61739335800326
2015-09-13,491.3380433556522,351.92005753364367
2015-09-14,471.01811022109126,327.3491696708219
2015-09-15,491.5699192979575,356.8197457691052
2015-09-16,492.78959023925347,336.1322677920166
2015-09-17,495.91727612080746,343.4517757930565
2015-09-18,490.197195536205,348.41995368384073
2015-09-19,490.59969955793207,335.71959840831227
2015-09-20,501.0532537098195,330.3794762349647
2015-09-21,500.5109483461584,327.47874719777207
2015-09-22,510.0732187677145,321.84851958329534
2015-09-23,482.7476064603207,322.3595343219459
2015-09-24,495.952625273014,343.7293113589031
2015-09-25,505.9059805222342,325.7034638146681
2015-09-26,499.2454648467789,324.3749660877298
2015-09-27,491.96857720074746,337.58392225147736
2015-09-28,502.4809280319592,336.94315373550666
2015-09-29,496.0764927450705,321.97514785609724
2015-09-30,490.9932955268978,324.06978097777574
2015-10-01,485.00618854316747,332.06204975271305
2015-10-02,495.19357899103596,337.7488967174867
2015-10-03,498.15570321999763,327.6167711019243
2015-10-04,485.3379217442728,357.88763424375816
2015-10-05,489.4126533904631,333.2942407548067
2015-10-06,471.5316641807638,323.8717665832339
2015-10-07,493.2261600447951,325.6615401103244
2015-10-08,479.73439786828106,323.89903401290195
2015-10-09,485.41205527765425,325.0259273344146
2015-10-10,484.2070086418943,322.35495542923223
2015-10-11,453.6370388135785,349.0842991236725
2015-10-12,488.7779863568797,341.77423947897205
2015-10-13,482.3753041398382,338.572468828729
2015-10-14,464.8594580238107,357.2117876732373
2015-10-15,483.2109285500672,345.25705994020063
2015-10-16,468.5738646899718,334.3689746119802
2015-10-17,478.02541774908514,333.5302251084508
2015-10-18,471.24326274575293,336.26474240310466
2015-10-19,449.60953066019744,351.24872896738736
2015-10-20,458.66930093416147,335.26927932303664
2015-10-21,466.53190169096223,336.6305484671964
2015-10-22,438.71690901383886,351.07261640166007
2015-10-23,480.11816163592266,376.50780361577694
2015-10-24,453.7443779450119,355.01723938897476
2015-10-25,435.1384467072037,360.1320720432721
2015-10-26,437.10740555094424,355.6513980441064
2015-10-27,425.4163247319311,372.28956308179
2015-10-28,420.1627854922699,361.7387501080338
2015-10-29,432.87770675840784,367.4453070975824
2015-10-30,423.5900153225386,371.5581046194006
2015-10-31,435.8266298412143,371.76387070356117
2015-11-01,444.0743888453541,362.042193854361
2015-11-02,423.8207267845441,358.9921180713394
2015-11-03,443.5633328187221,362.3576809637819
2015-11-04,426.34664224960005,359.4763931599937
2015-11-05,429.3556153449593,371.23646209041755
2015-11-06,424.36966241637555,349.55710684441533
2015-11-07,442.75731458852925,351.38732634512576
2015-11-08,420.13078718248823,377.01715304072843
2015-11-09,441.96131832067147,369.8203473621622
2015-11-10,422.16623088462467,378.44297522785814
2015-11-11,433.8720872849269,360.03770813615233
2015-11-12,437.60380232144877,397.7411964280206
2015-11-13,417.15617708250045,367.4448458095369
2015-11-14,418.5818930950266,354.7694473126733
2015-11-15,413.4442523904185,359.5499358249812
2015-11-16,410.6099360505791,362.43508093637456
2015-11-17,419.2425262041132,351.78725656732615
2015-11-18,411.6261977506306,358.3937167705391
2015-11-19,424.9002717275806,368.7143427925703
2015-11-20,411.99895601203076,349.04827426701905
2015-11-21,417.27737754215195,351.6843556746756
2015-11-22,417.4610060819923,359.1815148065474
2015-11-23,429.09914883221467,357.62636940944105
2015-11-24,429.0746927195358,342.0591343660209
2015-11-25,407.8644167734346,329.8472110633243
2015-11-26,424.9889360503277,352.80015339451785
2015-11-27,412.53577556112947,368.1177753078774
2015-11-28,409.1896529184188,330.1940038188523
2015-11-29,421.34091111453563,335.6579783793239
2015-11-30,424.84447719927886,327.80689970696153
2015-12-01,437.1831834912901,341.5985314380771
2015-12-02,438.6558153399223,332.48286364260673
2015-12-03,424.5504149185448,311.11007964229196
2015-12-04,415.3390767156197,331.206855633707
2015-12-05,417.46512745892363,327.33332867433637
2015-12-06,428.6854948164901,320.6629585292982
2015-12-07,427.0685894600176,326.5166699950943
2015-12-08,430.44957995162565,321.6561483952733
2015-12-09,429.42594119848,306.1098343780871
2015-12-10,428.7770217879405,293.4479369458817
2015-12-11,427.1375538225171,300.1387025059234
2015-12-12,431.50018805414265,315.17107524211553
2015-12-13,429.1378607990407,299.4030303151154
2015-12-14,396.6914783026947,309.12937273006753
2015-12-15,424.9637058240507,286.9936091460405
2015-12-16,415.42563780875014,296.353978677169
2015-12-17,422.32281637703693,310.3069145705931
2015-12-18,409.18483288071076,294.9954046822775
2015-12-19,394.16151523912566,283.739001916629
2015-12-20,398.45659127639254,291.7198434417142
2015-12-21,408.7868777668886,273.38385592812244
2015-12-22,420.46761747434607,274.0245935922504
2015-12-23,404.90973464204507,272.7158190708009
2015-12-24,401.39616395162756,281.5843409965527
2015-12-25,399.4437033843555,271.2023294938363
2015-12-26,387.58663572774685,276.9712140533964
2015-12-27,407.1732579826612,263.57851482737533
2015-12-28,415.5159210690002,275.3470175835279
2015-12-29,406.4306008791995,276.2415309699947
2015-12-30,416.55189194880955,266.5525993099972
2015-12-31,409.37515851738897,268.0241894652201
2016-01-01,394.2022907010443,267.7205109986526
2016-01-02,404.6508859758216,256.5007999032636
2016-01-03,392.62502508137993,270.6156028553701
2016-01-04,378.01532796903587,253.42672778814818
2016-01-05,379.62119916120645,261.41083525124236
2016-01-06,384.1950802914674,261.2893301084627
2016-01-07,366.58180912132474,267.21953192998063
2016-01-08,364.39408592398274,264.81198568563275
2016-01-09,373.64019840815087,237.9900503690766
2016-01-10,368.5732446804502,262.18723280172304
2016-01-11,351.3129999343383,240.5370062730919
2016-01-12,379.14830037146936,237.15174131329238
2016-01-13,364.41708313846243,255.2967694987206
2016-01-14,362.7263062571281,254.68003389074138
2016-01-15,353.69718504102735,250.27907896456028
2016-01-16,350.17899102186215,270.243194931061
2016-01-17,347.74499736342204,253.48707723550854
2016-01-18,343.5537721850665,270.37016441534803
2016-01-19,346.1432953254581,250.66886641783123
2016-01-20,345.22047459452295,253.83101815819293
2016-01-21,355.80337300388896,245.22818408505273
2016-01-22,319.5263374256143,265.21272244260257
2016-01-23,355.3967921708841,254.6056422867393
2016-01-24,323.0682277466097,251.87488820092042
2016-01-25,341.47014444407426,244.77788895431195
2016-01-26,350.5677670469818,271.1534043183955
2016-01-27,338.2226061661901,264.26293342259567
2016-01-28,320.6275943991499,262.84974028962495
2016-01-29,339.71956683247294,255.21802072641623
2016-01-30,323.2154061475163,265.92200778601216
2016-01-31,351.69106607712916,272.8606915922936
2016-02-01,340.6816328402281,285.92267583853186
2016-02-02,343.36828530824164,279.8416682065734
2016-02-03,342.4206897973857,261.65442663438307
2016-02-04,360.41207004348763,282.27054585908223
2016-02-05,352.7764759066511,266.5298636860633
2016-02-06,342.19345420986247,281.86479341078484
2016-02-07,353.6489244263099,292.8001714558256
2016-02-08,337.1960029482514,287.08373812006585
2016-02-09,356.8436966446329,280.4481495873418
2016-02-10,360.19695069258887,296.02111320130615
2016-02-11,361.1834844944612,275.2972279648597
2016-02-12,366.0728265951987,284.9779208135307
2016-02-13,386.72493067809955,294.1565108691493
2016-02-14,402.1794453321325,292.7761871248335
2016-02-15,414.9193254887612,304.7565919591719
2016-02-16,373.2327961189662,313.3129755477305
2016-02-17,415.53841654870735,311.68613523224354
2016-02-18,412.2479104306917,313.9538408022334
2016-02-19,423.5071284973291,297.52165650782456
2016-02-20,402.37830261338127,317.9169402600573
2016-02-21,425.8221549456758,313.4812717095006
2016-02-22,457.73274304883614,329.2031677968781
2016-02-23,443.1290224305589,317.6584044471928
2016-02-24,428.5833775478802,327.046969093584
2016-02-25,432.7814194714492,339.72181782964094
2016-02-26,467.389134745705,318.8042518492046
2016-02-27,461.50748910010225,330.204824365673
2016-02-28,477.2463503729162,339.50277597622943
2016-02-29,460.53703129673664,341.34583403937285
2016-03-01,469.03698343789506,347.3594484755566
2016-03-02,489.5336130752206,346.4490743464356
2016-03-03,483.8258363587228,334.84024975231864
2016-03-04,504.2028138032621,349.68544883643705
2016-03-05,477.2196876371828,345.23167107261276
2016-03-06,487.804131657844,366.0475812207964
2016-03-07,501.2286930398223,364.24669959075777
2016-03-08,495.3365986707164,349.4914131610091
2016-03-09,498.7484280698403,355.9020797315122
2016-03-10,501.04900935432687,365.89592906495574
2016-03-11,495.85469832359945,349.00445625351733
2016-03-12,501.28463547155604,354.40032207550513
2016-03-13,518.7078138479052,345.1965568161223
2016-03-14,507.53428400473814,339.5252378296036
2016-03-15,501.16567286501277,355.40221341195286
2016-03-16,524.1963756865839,376.1154106571353
2016-03-17,520.1511719520424,339.1383008386872
2016-03-18,511.6685709623617,368.7023746266034
2016-03-19,489.746337626757,359.20669942468993
2016-03-20,499.44260058374215,357.80006387618647
2016-03-21,518.7271430307437,366.3600950619046
2016-03-22,521.3627679094249,373.11958922754945
2016-03-23,508.7542527389777,359.33560951607404
2016-03-24,517.8119755092795,362.5091991634144
2016-03-25,508.75766631832244,351.94364926473446
2016-03-26,505.5091595159869,377.73691080721665
2016-03-27,497.5458632403108,372.91071851320305
2016-03-28,515.2499339923818,373.7142208179356
2016-03-29,508.17053670306666,364.72101474359215
2016-03-30,520.0302947999552,369.3530183036166
2016-03-31,524.4123874951559,381.3605713894261
2016-04-01,497.0283759560234,363.5449785540303
2016-04-02,500.1221592283079,365.81695199301424
2016-04-03,510.8094031818783,376.0726032556334
2016-04-04,516.8748628406053,354.3691250803033
2016-04-05,510.59890556652545,351.32366755228463
2016-04-06,496.71703595428045,370.28718166012004
2016-04-07,506.5550708619759,369.0014557061789
2016-04-08,506.5079022807223,371.55424618056895
2016-04-09,496.3525202474621,368.29497712000125
2016-04-10,494.7766911063199,366.8694541699263
2016-04-11,500.38970471065585,359.4896639690088
2016-04-12,498.37468410310413,367.2696231299823
2016-04-13,503.73841771964214,356.3033714071017
2016-04-14,499.7364725307022,371.50027620091004
2016-04-15,485.6520659518917,366.789255034099
2016-04-16,489.00607793025375,359.7474832511793
2016-04-17,492.4194822030322,367.05389310059553
2016-04-18,505.5616234084581,370.51606836143
2016-04-19,505.57025432246604,372.7372869315861
2016-04-20,492.55100270257833,373.7306057351956
2016-04-21,488.0402861905044,354.9051929985952
2016-04-22,498.701633445139,361.7341729504873
2016-04-23,502.3606239562084,376.108570368234
2016-04-24,499.85177775692614,354.55155186207395
2016-04-25,483.16238237455747,371.128590650683
2016-04-26,503.6763106254375,358.8556615624134
2016-04-27,519.5654426883182,356.1570936083334
2016-04-28,502.6520583959207,373.1572158953272
2016-04-29,498.39118458126586,373.1012165807699
2016-04-30,498.0129403900757,357.96406242701215
2016-05-01,506.0857763275289,357.69246315913654
2016-05-02,508.2915604474383,384.6638997598332
2016-05-03,535.6358123385334,352.9448813116172
2016-05-04,512.0868420017629,364.16898238889854
